DATE,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ELAPSED_TIME,AIR_TIME,DISTANCE,ARRIVAL_TIME,DIVERTED,CANCELLED
2015-03-06,F9,365,N218FR,MKE,DEN,142,120,896,743,0,0
2015-03-06,B6,366,N644JB,LGB,SMF,83,70,387,818,0,0
2015-03-06,AA,367,N494AA,TUL,DFW,,,237,,0,1
2015-03-06,HA,368,N480HA,HNL,KOA,46,29,163,858,0,0
2015-03-06,WN,369,N8312C,BWI,LAS,321,301,2106,916,0,0
2015-03-06,AS,370,N618AS,SEA,SMF,110,81,605,1050,0,0
2015-03-06,AA,371,N3GXAA,SEA,MIA,347,311,2724,939,0,0
2015-03-06,WN,372,N938WN,TPA,HOU,136,123,781,919,0,0
2015-03-06,AS,373,N618AS,SMF,SEA,109,88,605,1313,0,0
2015-03-07,UA,374,N415UA,OMA,ORD,79,57,416,731,0,0
2015-03-07,AA,375,N4WLAA,STL,DFW,111,90,550,748,0,0
2015-03-07,AA,376,N573AA,DFW,IND,130,90,761,1054,0,0
2015-03-07,WN,377,N928WN,DAL,LAX,199,179,1246,1027,0,0
2015-03-07,AA,378,N3BGAA,SJU,MIA,184,147,1045,801,0,0
2015-03-07,NK,379,N503NK,ACY,MYR,114,73,466,815,0,0
2015-03-07,AS,380,N760AS,PDX,SFO,108,83,550,1153,0,0
2015-03-07,AS,381,N760AS,SFO,PDX,96,81,550,1427,0,0
2015-03-07,UA,382,N438UA,ORD,IAD,95,76,589,1122,0,0
2015-03-07,AS,383,N622AS,SFO,PDX,104,83,550,1044,0,0
2015-03-08,WN,384,N785SW,CLT,MDW,129,103,584,1004,0,0
2015-03-08,AA,385,N403AA,BNA,DFW,118,105,631,1015,0,0
2015-03-08,WN,386,N8637A,MCI,LAS,176,161,1139,851,0,0
2015-03-08,AA,387,N4XXAA,LAX,AUS,,,1242,,0,1
2015-03-08,WN,388,N936WN,FLL,HOU,162,146,957,934,0,0
2015-03-08,B6,389,N281JB,BOS,DCA,92,74,399,1014,0,0
2015-03-08,WN,390,N283WN,MSP,MDW,76,58,349,812,0,0
2015-03-08,B6,391,N706JB,BOS,TPA,215,190,1185,1520,0,0
2015-03-08,UA,392,N456UA,PDX,SFO,98,78,550,836,0,0
2015-03-08,WN,393,N236WN,MSY,DEN,171,150,1062,957,0,0
2015-03-09,B6,394,N317JB,MCO,HPN,148,127,972,932,0,0
2015-03-09,AA,395,N3MCAA,ORD,SJU,241,223,2072,2010,0,0
2015-03-09,HA,396,N492HA,HNL,OGG,51,21,100,1313,0,0
2015-03-09,AA,397,N3CGAA,MIA,SJU,148,122,1045,1249,0,0
2015-03-09,WN,398,N475WN,TUL,DAL,61,48,237,837,0,0
2015-03-09,VX,399,N852VA,JFK,LAX,392,360,2475,1027,0,0
2015-03-09,DL,400,N381DN,PDX,JFK,288,268,2454,1445,0,0
2015-03-09,US,401,N732US,CLT,PHL,99,68,449,802,0,0
2015-03-09,B6,402,N307JB,FLL,JFK,206,168,1069,2133,0,0
2015-03-09,US,403,N660AW,DEN,PHX,109,91,602,739,0,0
2015-03-10,VX,404,N621VA,LAX,JFK,284,268,2475,1512,0,0
2015-03-10,AS,405,N565AS,SJC,PDX,105,88,569,840,0,0
2015-03-10,AS,406,N589AS,PDX,SJC,94,82,569,729,0,0
2015-03-10,UA,407,N845UA,IAH,BWI,156,139,1235,1055,0,0
2015-03-10,US,408,N521UW,PHL,PHX,351,327,2075,1031,0,0
2015-03-10,NK,409,N509NK,ORD,FLL,167,149,1182,913,0,0
2015-03-10,US,410,N765US,IAH,PHX,173,155,1009,746,0,0
2015-03-10,WN,411,N8614M,SAN,AUS,162,144,1164,1307,0,0
2015-03-10,US,412,N904AW,PHX,OGG,404,375,2845,1231,0,0
2015-03-10,US,413,N571UW,LAS,CLT,224,205,1916,754,0,0
2015-03-11,WN,414,N7815L,DAL,ATL,115,92,721,1042,0,0
2015-03-11,UA,415,N509UA,JFK,SFO,400,368,2586,945,0,0
2015-03-11,UA,416,N496UA,PDX,ORD,224,207,1739,1156,0,0
2015-03-11,NK,417,N587NK,DTW,FLL,167,150,1127,930,0,0
2015-03-11,DL,418,N706TW,SFO,JFK,307,284,2586,1435,0,0
2015-03-11,UA,419,N469UA,EWR,TPA,168,150,997,1045,0,0
2015-03-11,DL,420,N178DN,JFK,HNL,711,669,4983,1537,0,0
2015-03-11,DL,421,N967DL,JFK,ATL,139,117,760,824,0,0
2015-03-11,UA,422,N847UA,RNO,DEN,147,120,804,924,0,0
2015-03-11,DL,423,N713TW,JFK,LAX,391,364,2475,1501,0,0
2015-03-12,US,424,N161UW,ORD,PHX,240,212,1440,958,0,0
2015-03-12,US,425,N174US,PDX,PHX,150,132,1009,950,0,0
2015-03-12,UA,426,N848UA,IAH,LGA,188,167,1416,1546,0,0
2015-03-12,B6,427,N368JB,BOS,BWI,106,70,369,952,0,0
2015-03-12,DL,428,N995AT,JFK,TPA,173,150,1005,1046,0,0
2015-03-12,F9,429,N939FR,ATL,DEN,201,181,1199,1036,0,0
2015-03-12,DL,430,N624AG,JFK,SFO,390,357,2586,1329,0,0
2015-03-12,UA,431,N810UA,IAH,DCA,165,146,1208,1359,0,0
2015-03-12,US,432,N908AW,PHX,OGG,419,386,2845,1535,0,0
2015-03-12,US,433,N601AW,JFK,PHX,355,334,2153,1023,0,0
2015-03-13,B6,434,N637JB,SFO,BOS,323,304,2704,1623,0,0
2015-03-13,WN,435,N714CB,SAN,DAL,164,145,1182,1153,0,0
2015-03-13,DL,436,N703TW,JFK,SFO,364,344,2586,2049,0,0
2015-03-13,US,437,N585UW,SLC,PHX,96,71,507,1555,0,0
2015-03-13,UA,438,N465UA,LAX,ORD,223,198,1744,2159,0,0
2015-03-13,F9,439,N931FR,OMA,DEN,99,73,472,648,0,0
2015-03-13,UA,440,N496UA,PHL,IAH,248,220,1325,2037,0,0
2015-03-13,UA,441,N808UA,PIT,DEN,226,211,1290,1813,0,0
2015-03-13,WN,442,N759GS,DTW,LAS,261,243,1749,921,0,0
2015-03-13,WN,443,N628SW,PIT,MCO,130,114,834,908,0,0
2015-03-14,UA,444,N418UA,SFO,FLL,324,301,2583,2228,0,0
2015-03-14,AS,445,N579AS,LAX,SEA,160,139,954,935,0,0
2015-03-14,US,446,N651AW,MCI,PHX,179,159,1044,743,0,0
2015-03-14,B6,447,N527JB,OAK,LGB,78,60,353,710,0,0
2015-03-14,WN,448,N273WN,BWI,TPA,147,131,842,1021,0,0
2015-03-14,UA,449,N447UA,SAN,IAH,179,152,1303,2201,0,0
2015-03-14,WN,450,N611SW,ATL,FLL,104,87,581,1010,0,0
2015-03-14,NK,451,N633NK,PBG,FLL,191,174,1334,450,0,0
2015-03-14,US,452,N507AY,PHX,SAN,84,54,304,901,0,0
2015-03-14,B6,453,N652JB,JFK,PBI,164,143,1028,939,0,0
2015-03-15,AS,454,N442AS,SEA,LAX,150,122,954,841,0,0
2015-03-15,US,455,N651AW,PHX,SLC,96,74,507,1008,0,0
2015-03-15,UA,456,N830UA,DEN,LAX,149,111,862,934,0,0
2015-03-15,US,457,N585UW,DFW,PHX,169,143,868,1011,0,0
2015-03-15,DL,458,N3758Y,JFK,AUS,249,236,1521,2051,0,0
2015-03-15,US,459,N536UW,MCO,PHX,294,273,1849,851,0,0
2015-03-15,US,460,N640AW,SJC,PHX,110,85,621,904,0,0
2015-03-15,US,461,N540UW,ATL,CLT,63,38,226,801,0,0
2015-03-15,B6,462,N663JB,SJU,BOS,255,240,1674,1629,0,0
2015-03-15,UA,463,N482UA,LGA,ORD,156,136,733,834,0,0
2015-03-16,UA,464,N434UA,BOS,EWR,69,45,200,801,0,0
2015-03-16,B6,465,N828JB,BOS,RSW,216,198,1249,1205,0,0
2015-03-16,AS,466,N309AS,SEA,LAX,163,124,954,939,0,0
2015-03-16,WN,467,N404WN,LAX,HOU,191,181,1390,1512,0,0
2015-03-16,NK,469,N506NK,FLL,DFW,187,163,1119,942,0,0
2015-03-16,NK,470,N534NK,PDX,SAN,132,115,933,828,0,0
2015-03-16,US,471,N197UW,LAS,PHX,63,43,255,1158,0,0
2015-03-16,DL,472,N712TW,JFK,LAX,415,352,2475,1203,0,0
2015-03-16,WN,473,N423WN,BUF,FLL,192,158,1165,1012,0,0
2015-03-16,WN,474,N614SW,ONT,DEN,136,116,819,925,0,0
2015-03-17,B6,475,N599JB,PVD,MCO,204,155,1072,953,0,0
2015-03-17,DL,476,N196DN,LAX,JFK,308,274,2475,1458,0,0
2015-03-17,AS,477,N453AS,LAX,SEA,166,141,954,841,0,0
2015-03-17,NK,478,N528NK,FLL,ORD,196,176,1182,947,0,0
2015-03-17,UA,479,N476UA,SFO,LAX,97,53,337,1027,0,0
2015-03-17,US,480,N676AW,SEA,PHX,168,146,1107,858,0,0
2015-03-17,AS,481,N323AS,SAN,SEA,166,146,1050,1245,0,0
2015-03-17,AS,482,N433AS,SEA,LAX,143,126,954,1025,0,0
2015-03-17,B6,483,N705JB,JFK,MCO,176,145,944,1239,0,0
2015-03-17,UA,484,N809UA,SAN,DEN,147,120,853,1138,0,0
2015-03-18,DL,485,N910DE,JFK,ATL,138,117,760,1043,0,0
2015-03-18,VX,486,N629VA,LAX,LAS,64,45,236,1707,0,0
2015-03-18,US,487,N150UW,SAN,CLT,241,215,2077,1817,0,0
2015-03-18,WN,488,N269WN,DAL,MCO,136,125,973,1119,0,0
2015-03-18,US,489,N653AW,PHX,PIT,216,186,1814,1531,0,0
2015-03-18,US,490,N662AW,FLL,CLT,119,96,631,1000,0,0
2015-03-18,UA,491,N478UA,DEN,PHX,115,96,602,1006,0,0
2015-03-18,WN,492,N232WN,DTW,DEN,193,179,1123,1057,0,0
2015-03-18,US,493,N836AW,PIT,PHX,293,282,1814,1002,0,0
2015-03-18,WN,494,N738CB,LAS,SNA,54,38,226,800,0,0
2015-03-19,UA,495,N548UA,LAX,DEN,136,118,862,906,0,0
2015-03-19,UA,496,N436UA,SFO,PDX,102,84,550,1023,0,0
2015-03-19,UA,497,N476UA,SFO,SAN,88,69,447,1502,0,0
2015-03-19,DL,498,N702TW,JFK,SLC,329,302,1990,1318,0,0
2015-03-19,AS,499,N551AS,SAN,SEA,174,145,1050,921,0,0
2015-03-19,UA,500,N844UA,IND,SFO,274,253,1943,930,0,0
